start,end,text,politico
250.82,254.02, tranquilizar para cambiar no se cambia porque necesita,larreta
254.02,257.26, conflictos y necesita romper se necesita pelear ochenta años,larreta
257.26,260.9, de conflictos ochenta años de pelea ochenta años de violencia,larreta
260.9,264.14, y mirar resultado vamos a insistir con lo mismo carlos,larreta
264.14,267.34, acá hay que decidir o vamos por la violencia y la agresión,larreta
267.34,269.58, como viene siendo la política argentina del último casi,larreta
269.58,274.06, siglo o cambiamos yo doy esa discusión yo quiero paz para,larreta
274.22,277.66, los argentinos paz y solucionan los problemas no es una paz,larreta
277.66,280.86, estable no es sólo paz y administración es paz y desarrollo,larreta
280.86,284.18, eso es lo que la argentina necesita en esta nueva era y yo,larreta
284.18,288.02, trabajo para eso ya uno puede ver la gestión de la ciudad,larreta
288.02,290.7, con transformación constante algunos dramas de acuerdo,larreta
290.7,293.06, otro menos lo que nadie puede negar es el cambio enorme,larreta
293.06,295.38, que viene habiendo en la ciudad de Buenos Aires desde hace,larreta
295.38,299.54, muchos años eso es en lo que yo creo paz y transformación,larreta
299.54,302.46, ahora que hablas de violencia y agresión algo la última,larreta
303.22,306.86, porque más la violencia se retroalimenta con el populismo,larreta
306.86,310.26, el populismo necesita de la violencia para vivir,larreta
310.26,315.1, entonces estas décadas últimas populista que vivimos en la,larreta
315.1,318.29999999999995, argentina están muy fogonías por la violencia el populismo,larreta
318.29999999999995,320.98, genera violencia y hay casos extremos como de venezuela,larreta
320.98,324.78, por ejemplo sea la violencia retroalimenta el populismo,larreta
324.78,329.26, basta el populismo de la argentina paz paz y desarrollo,larreta
329.26,331.86, eso es lo que la argentina necesita alguien te diría y si,larreta
331.98,334.62, te agreden porque probablemente te agredan pero mi,larreta
334.62,337.38, convicción de la paz no cambia por lo que haga el otro que,larreta
337.38,339.78000000000003, quiere decir eso que si yo no creo en la violencia viene,larreta
339.78000000000003,343.82, otro y se y te agrede que voy a cambiar mi convicción porque,larreta
343.82,347.22, lo que haga el otro no parece moro chomar que si yo tengo,larreta
347.22,349.54, mis valores pues si quiero entrar me otros traigamelos no es,larreta
349.54,352.38, así carlos uno tiene sus convicciones y sus convicción,larreta
352.38,355.38, no dependen de como el otro actúe porque sino no son,larreta
355.38,358.26, convicciones son comeria en eso uno se acomoda esa es mi,larreta
358.26,361.38, convicción y no va a cambiar porque el otro agreda porque,larreta
361.5,363.78, agresión tras agresión es la historia argentina de los,larreta
363.78,366.34, últimos ochenta años y eso es lo que tenemos que cambiar,larreta
367.06,371.42, paz paz y solucionar los problemas paz y gestión,larreta
371.42,375.14, paz y trabajo y más trabajo insisto mi no es la solución,larreta
375.14,377.62, en los aires yo sé que ningún caso es comparable con,larreta
377.62,379.98, otro pero vemos con esta que tu hemos hecho una,larreta
379.98,382.02, transformación enorme histórica que todo el mundo,larreta
382.02,384.38, valora y ve te hago la última pregunta que tiene que ver,larreta
384.38,387.46, con la capital mucha gente dice bueno macri se,larreta
387.58,390.82, bajó de la candidatura pero antes seguramente un tipo que,larreta
390.82,393.58, entiende tanto de poder de negociaciones y todo se,larreta
393.58,396.42, garantizó un interés que es el único interés que yo,larreta
396.42,399.14, veo que el manifiesta expresamente que su primo,larreta
399.14,404.54, sea tu sucesor hubo una reunión con vos el viernes y,larreta
404.54,407.74, mucha gente dice bueno ahí estuvo la negociación y yo,larreta
407.74,410.78, decía recién la introducción y por eso me estoy,larreta
410.78,414.34, tradicionando no le puedo preguntar esto Horacio porque,larreta
414.34,417.02, él no me va a poder contestar y me dice si fue así se le,larreta
417.18,419.9, armó con gusto un lio con carrio etcétera cómo está,larreta
419.9,422.66, todo ese tema no fue así te contesto te contigo ningún,larreta
422.66,426.14, problema en contestarte no fue así quedamos con él,larreta
426.14,428.74, trabajar ver los candidatos del pro obviamente tanto él,larreta
428.74,431.26, como yo le vamos a dar preminencia a los candidatos,larreta
431.26,433.7, del pro que dentro de juntos por el cambio de nuestro partido,larreta
433.7,436.66, en eso coincidimos coincidimos también en ver,larreta
436.66,438.9, cuál de los candidatos estará mejor posicionado que,larreta
438.9,440.82, tampoco es hoy falta en todavía tres meses para el,larreta
440.82,444.22, cierre lista está además de Jorge Macri está,larreta
444.38000000000005,447.9, que es un lujo como ministro de salud y soledad cuña que,larreta
447.9,450.7000000000001, fue la ministra que defendió las escuelas abiertas como,larreta
450.7000000000001,453.34, mencioné Jorge que fue interrente Vicente López,larreta
453.34,455.56, hay candidatos del radicalismo como lo que,larreta
455.56,458.42, ayudas o lo perjudicás recordando que fue,larreta
458.42,461.3, intentante Vicente López no no no no,larreta
461.3,463.34, le hizo un buen lago el pas se dijo no pero,larreta
463.34,465.86, hizo un buen trabajo no no lo valoro como,larreta
465.86,469.5, intendente porque una experiencia puede haber algún,larreta
469.5,472.9, candidato de la colisión cívica puede estar el mismo,larreta
472.9,474.9, López murfi dijo que es el candidato robert,larreta
474.9,477.38, gracia moritan dentro de juntos por el cambio de varios,larreta
477.38,480.18, si si los nombres si si perdón lo nombre dentro del radicalismo,larreta
480.18,484.02, te hago una última pregunta sobre este tema porque no,larreta
484.02,487.34, quiero enredarte con estos temas vale vos te imaginás,larreta
487.34,490.1, por ejemplo una elección para aquellos que van,larreta
490.1,491.94, muy debilitados por no tener un gran candidato a,larreta
491.94,494.14, presidente el cual colgarse donde puede haber dos urnas,larreta
494.14,496.74, por ejemplo una que se vota la elección local y,larreta
496.74,498.7, otra en la que se vota la bien está definido,larreta
498.7,501.46, tenemos tiempo todavía para definir eso se puede,larreta
502.22,504.22, estudiar eso es una alternativa si el tema la,larreta
504.22,506.38, fecha también es una alternativa de hablarla,larreta
506.38,508.02, si yo estiendo a creer que no hay que hacer y,larreta
508.02,510.02, la votar a la gente tantas veces pero también,larreta
510.02,511.9, hay otro argumento que es defender la autonomía,larreta
511.9,513.9, la ciudad y que haya un día donde se discute sobre la ciudad,larreta
513.9,516.38, list pero si el con vamos a otro pero yo creo,larreta
516.38,518.66, Carlos que todo eso no cambia mucho la fecha,larreta
518.66,520.5799999999999, las urnas todo eso por eso por eso siento que la,larreta
520.5799999999999,524.02, gente valora el trabajo que venimos en la ciudad,larreta
524.02,526.1, y va a votar por la continuidad de que se,larreta
526.1,528.38, siga trabajando en la misma línea independientemente,larreta
528.7,530.38, y no se va a votar por la fecha urna,larreta
530.38,533.78, sistema cuando uno mira como está la economía,larreta
533.78,536.22, y la proyecta hacia el futuro hacia el año que,larreta
536.22,539.18, viene dice mucho no va a cambiar es probable,larreta
539.18,541.22, que hasta empeores digamos no no va a haber un,larreta
541.22,543.58, gran ingreso de dólares con el tiempo puede,larreta
543.58,545.78, suceder de acá a fin de año no no de acá,larreta
545.78,548.02, y estoy imaginado todo el dos mil veinticuatro,larreta
548.02,553.98, más aún si hay que empezar a corregir cosas hay,larreta
553.98,556.62, que tomar medidas que van a ser dolorosa,larreta
556.62,558.82, y no se va a hacer un cambio de manera,larreta
558.82,562.94, importante al comienzo haya más inflación,larreta
562.94,567.1, y no menos una devaluación va a producir,larreta
567.1,569.1, más restricciones a las importaciones,larreta
569.1,572.34, probablemente se mantenga la recesión y ahí,larreta
572.34,575.46, te pongo frente a dos modelos de conducta,larreta
575.46,579.26, uno es el de menem que decía si contaba,larreta
579.26,582.46, lo que iba a hacer no me vota nadie y el,larreta
582.46,586.1, otro esto se lo escuché al final del,larreta
586.22,590.9, video que me daba esta explicación los,larreta
590.9,593.34, ajustes que hicimos la política económica,larreta
593.34,594.94, que hicimos no estaba en el contrato con la,larreta
594.94,597.58, gente la gente creía que solamente,larreta
597.58,600.1800000000001, veníamos a sacar al kirchnerismo no,larreta
600.1800000000001,602.5400000000001, estaba explice nadie preparó la gente,larreta
602.5400000000001,605.4200000000001, para esto que había que hacer con cual,larreta
605.4200000000001,607.26, de los dos estrategias de sentismas,larreta
607.26,609.38, cómodo con decir lo que hay que hacer,larreta
609.38,611.38, y preparar para cosas que van a ser,larreta
611.38,614.5, relativamente dolorosas y que dirías en,larreta
614.54,618.14, ese caso o tratar de no dar muchas malas,larreta
618.14,619.86, noticias porque la gente lo único que,larreta
619.86,621.78, quiere parar de sufrir y cuando llegue,larreta
621.78,624.1, el momento bueno explicar bueno primero,larreta
624.1,625.78, Carlos las malas noticias ya las tenemos,larreta
625.78,626.9, no tenemos que esperar el próximo,larreta
626.9,628.82, gobierno para dar malas noticias,larreta
628.82,630.1, estamos arriba 100 por ciento de,larreta
630.1,632.9, inflación 40 por ciento de pobreza se,larreta
632.9,635.14, corta la luz una semana la gente no hay,larreta
635.14,636.58, inversión no hay dólares en el banco,larreta
636.58,638.86, central vamos a una recesión de tres,larreta
638.86,640.74, cuatro puntos el producto no es que hay,larreta
640.74,643.18, que presagiar malas noticias las malas,larreta
643.2199999999999,645.9399999999999, noticias ya están hoy primero segundo,larreta
645.9399999999999,648.66, tenemos que una visión de largo plazo,larreta
648.66,650.8199999999999, por una vez en la argentina no pensar,larreta
650.8199999999999,652.3, solamente lo que pasa el primer mes y el,larreta
652.3,654.3, primer día sino pensar una argentina,larreta
654.3,657.62, de 20 años la argentina lo como haces,larreta
657.62,659.5799999999999, para que yo te banque los primeros,larreta
659.5799999999999,662.66, seis meses porque van a ser de cosas,larreta
662.66,664.9, porque Carlos no agradable primero ya,larreta
664.9,666.6999999999999, estamos mal si vos me dijeras estamos,larreta
666.6999999999999,668.3399999999999, en un paraíso y vamos a estar mal,larreta
668.3399999999999,670.5799999999999, vos y bueno no porque ya la gente lo,larreta
670.5799999999999,672.78, sufre hoy no hay que esperar el próximo,larreta
672.8199999999999,674.62, gobierno la gente ya se ya hoy sufre en,larreta
674.62,676.98, carne viva el no poder ir al supermercado,larreta
676.98,679.78, por no ser cuánta plata va necesita o el,larreta
679.78,681.26, comerciante que vende y cuando va a,larreta
681.26,683.14, reponerte paga más caro que lo que,larreta
683.14,684.74, vende o sea perdió plata en cada venta,larreta
684.74,686.78, pierden plata la gente no le alcalce el,larreta
686.78,688.5, sueldo ni pal día 15 del mes,larreta
688.5,690.5, entonces ya hoy estamos sufriendo eso,larreta
690.5,692.38, lo que tenemos que trazar es un plan,larreta
692.38,695.22, integral no hay una medida no es un,larreta
695.22,697.5799999999999, parche no es una variable hoy la,larreta
697.5799999999999,699.1, argentina tiene una gran oportunidad,larreta
699.1,700.9, porque el mundo necesita nuestros,larreta
700.9399999999999,703.1, productos no como consecuencia de una,larreta
703.1,705.02, situación triste que es la guerra el,larreta
705.02,707.3, mundo necesita alimentos como hace 100,larreta
707.3,709.26, años necesitaban deséramos el granero,larreta
709.26,711.26, del mundo el mundo necesita el litio,larreta
711.26,713.6999999999999, que tenemos en el norte no lo mencionabas,larreta
713.6999999999999,715.14, en la agenda esa de la reunión con,larreta
715.14,717.26, biden el mundo necesita la energía que,larreta
717.26,719.62, tenemos en vaca muerta hoy vaca muerta,larreta
719.62,721.9399999999999, te tenemos un déficit de cinco mil,larreta
721.9399999999999,723.26, millones de dólares en tres años puede,larreta
723.26,724.54, haber superávit de cinco mil millones,larreta
724.54,726.6999999999999, de dólares hay que mostrarle a la gente,larreta
726.6999999999999,729.34, la película entera contar el plan a,larreta
729.46,730.86, la oportunidad que tiene la argentina,larreta
730.86,732.46, las industrias tecnológicas que seguimos,larreta
732.46,734.58, teniendo jóvenes muy bien capacitados,larreta
734.58,737.02, el potencial del turismo eso también es,larreta
737.02,738.7800000000001, parte de la historia que viene para,larreta
738.7800000000001,740.58, adelante parte de la nueva era de la,larreta
740.58,741.5400000000001, argentina,larreta
741.5400000000001,743.5, hay una oportunidad enorme que,larreta
743.5,745.94, obviamente para poder tomarla tenemos,larreta
745.94,748.62, que hacer un cambio fuerte al principio,larreta
748.62,749.74, no yo creo que hay que hablar con la,larreta
749.74,752.5400000000001, verdad no creo en eso de mentirle a la,larreta
752.5400000000001,754.4200000000001, gente que sino no me vota primero,larreta
754.4200000000001,756.3000000000001, porque la gente se está sufriendo hoy,larreta
756.3000000000001,757.7, no te notas cuando vos estás,larreta
757.74,758.94, recorriendo todo el tiempo todo el,larreta
758.94,760.82, tiempo y todo el tiempo de reuniones,larreta
760.82,762.62, es para escuchar a la gente para,larreta
762.62,764.5, escuchar a productores industriales,larreta
764.5,767.4200000000001, gente del campo vecinos comerciantes,larreta
767.4200000000001,770.46, lo que hago lugar por lugar en toda,larreta
770.46,772.0200000000001, la argentina ya que tenés esa,larreta
772.0200000000001,774.1800000000001, posibilidad de estar recorriendo todo,larreta
774.1800000000001,777.26, el tiempo el país la ciudad del,larreta
777.26,780.7, conurbano sintetizanos que percibes,larreta
780.7,783.6600000000001, percibo una dualidad por el lado una,larreta
783.6600000000001,785.58, gran angustia de la situación que hoy,larreta
785.62,787.9000000000001, vivimos que angustia no llegó a fin de,larreta
787.9000000000001,790.62, mes gente que iba no sé 15 de vacaciones,larreta
790.62,791.94, tuvo que volver en la mitad durante el,larreta
791.94,793.94, verano por el canzó la guita la,larreta
793.94,795.5400000000001, jubilaciones en su nivel más bajo la,larreta
795.5400000000001,797.46, historia los jubilados desesperados,larreta
797.46,799.0600000000001, gente que tiene miedo de salir de la,larreta
799.0600000000001,800.7, calle que no lo maten en la esquina,larreta
800.7,802.9000000000001, gente que tiene hijos que están tomados,larreta
802.9000000000001,806.0200000000001, por las por los narcos angustia,larreta
806.0200000000001,809.7, angustia desesperanza dolor ahora la,larreta
809.7,812.1, contracara de eso es el tanbero que se,larreta
812.1,814.1800000000001, levanta las 6 de la mañana para,larreta
814.2199999999999,816.38, sostener a su familia arranca,larreta
816.38,818.2199999999999, perdón arranca la bura de seis levantan,larreta
818.2199999999999,819.8599999999999, las cuatro que lleva los chicos a la,larreta
819.8599999999999,821.9, escuela tanto el día laborando los,larreta
821.9,823.38, emprendedores tecnológicos que,larreta
823.38,825.18, apuestan en la argentina sea por otro,larreta
825.18,827.9399999999999, lado veo una energía unas ganas una,larreta
827.9399999999999,830.0999999999999, vocación de futuro donde lo único que,larreta
830.0999999999999,832.3399999999999, te piden es que el estado no nos vuelve,larreta
832.3399999999999,834.78, locos que el estado nos deje laborar,larreta
834.78,836.5, que el gobierno no nos ponga el pie en,larreta
836.5,837.6999999999999, la cabeza,larreta
837.6999999999999,840.0999999999999, si se necesita carlos un plan de,larreta
840.0999999999999,841.54, desarrollo vamos a un plan de,larreta
841.54,843.2199999999999, desarrollo en la argentina vamos a,larreta
843.26,844.46, definir los sectores que ya te,larreta
844.46,846.46, mencioné que hay que potenciar,larreta
846.46,848.0600000000001, hay que estudiar no es que el estado,larreta
848.0600000000001,850.4200000000001, me me vuelve a poner la pata no al,larreta
850.4200000000001,852.38, revés que el estado me libera me saca,larreta
852.38,854.74, la pata encima para poder explotar el,larreta
854.74,857.1800000000001, mango en la venta elitio la exportación,larreta
857.1800000000001,859.34, de energía de granos de alimentos de,larreta
859.34,862.74, alimentos elaborados de vuelta el,larreta
862.74,865.1, mundo no necesita hoy tenemos esa,larreta
865.1,867.62, oportunidad pero no hay no caigamos en,larreta
867.62,869.22, facilismos o sea el que te puede,larreta
869.22,871.0600000000001, explicar acá en 30 segundos cómo,larreta
871.0999999999999,873.7399999999999, bajar la inflación no le creas son,larreta
873.7399999999999,875.26, problemas complejos y los problemas,larreta
875.26,878.14, complejos necesitan soluciones complejas,larreta
878.14,881.5, basta el título a vista de estamos,larreta
881.5,882.7399999999999, mal pero vamos bien sus títulos de,larreta
882.7399999999999,884.9799999999999, marquesina viste que no va más eso,larreta
884.9799999999999,886.9, hay que estudiar hay que entender bien,larreta
886.9,888.3, cómo es el mercado del litio a qué,larreta
888.3,890.06, países les podemos vender qué,larreta
890.06,891.8199999999999, infraestructura se necesita cómo es la,larreta
891.8199999999999,893.6199999999999, logística qué mano de obra necesitas,larreta
893.6199999999999,895.66, qué capacitación hay que darle a los,larreta
895.66,898.54, ingenieros hay que estudiar los temas,larreta
898.54,900.6199999999999, estudiar la historia argentina,larreta
901.02,902.62, de la historia argentina te surge,larreta
902.62,905.78, que cuando tuviste un plan año 85 para,larreta
905.78,907.38, bajar la inflación y sólo para bajar,larreta
907.38,909.38, la inflación la inflación bajó ahora,larreta
909.38,910.78, como no hubo un plan de desarrollo que,larreta
910.78,912.1, la compañía el año tenía sin flación,larreta
912.1,914.38, de vuelta no hay soluciones,larreta
914.38,916.26, la gente que tiene al hijo atrapado,larreta
916.26,919.5, por los narcos si drama que cómo,larreta
919.5,921.18, ubicados el tema de la seguridad en tu,larreta
921.18,923.66, cabeza y dentro de ese tema el tema del,larreta
923.66,924.94, narcotrafico el tema de la seguridad,larreta
924.94,927.62, primero con esperanza porque se puede se,larreta
927.62,929.1, puede que quiere en la ciudad de,larreta
929.26,931.54, Buenos Aires demostramos que contra,larreta
931.54,933.98, bajo con un plan con un método,larreta
933.98,936.26, manteniendo un plan de nuevo el tiempo,larreta
936.26,938.58, bajamos era teníamos un nivel es de,larreta
938.58,941.66, delito alrededor del doble de montevideo,larreta
941.66,943.18, santillado de chile más o menos,larreta
943.18,944.38, parejo con el resto del país hoy,larreta
944.38,946.1, tenemos el delito más bajo de la,larreta
946.1,948.18, historia entonces lo primero que me,larreta
948.18,950.34, viene a la cabeza es se puede y,larreta
950.34,952.02, transmitir ese mensaje que yo sé que si,larreta
952.02,953.18, lo está escuchando un rosarino a mi,larreta
953.18,954.46, idea este es un extraterrestre no sabe,larreta
954.46,955.74, que estamos viviendo acá alguien del,larreta
955.74,957.3, conurbano van a ser a cáncer martín,larreta
957.3,958.98, acá cerquita acá en ser martín media,larreta
959.1,961.5, estamos no que está tomado por la droga,larreta
961.5,963.74, es difícil que esa gente puede entender,larreta
963.74,965.54, pero yo les digo se puede y los míros,larreta
965.54,968.02, a la cámara se puede mejorar la,larreta
968.02,970.02, inseguridad lo hemos demostrado en la,larreta
970.02,972.14, ciudad de Buenos Aires no pretendo que,larreta
972.14,974.02, copiemos el modelo porque ningún lugar,larreta
974.02,976.46, es igual al otro es un tema primero de,larreta
976.46,978.7, decisión política y un plan que quiere,larreta
978.7,980.86, decir de decisión política prioridad yo,larreta
980.86,984.06, durante cuatro años todos los martes a,larreta
984.06,985.3, las 8 de la mañana,larreta
985.3,987.06, tenemos un desayuno de trabajo toda la,larreta
987.06,988.3, mañana en una comisaría distinta la,larreta
988.34,990.5, ciudad todas las semanas,larreta
990.5,991.82, entonces con el comisario que me,larreta
991.82,994.3, tenía que explicar en detalle cuántos,larreta
994.3,996.46, metros recorría cada policía,larreta
996.46,999.26, porque la ciudad de Buenos Aires es,larreta
999.26,1001.9, replicable por ejemplo del conurbano,larreta
1001.9,1004.7, van a herense ningún caso es igual a,larreta
1004.7,1007.62, lo que no hay que copiar modelos si hay,larreta
1007.62,1009.34, que usar experiencias que es distinto,larreta
1009.34,1011.5, dentro del modelo ciudad hay cosas que,larreta
1011.5,1013.42, sí son replicable el sistema de cámara,larreta
1013.42,1015.3, por ejemplo porque lo vas porque lo,larreta
1015.3,1016.78, puedes tener acá que funciona barro y,larreta
1016.9,1018.9, no en avellaneda perfectamente,larreta
1018.9,1021.18, ya hay cosas que son replicable no,larreta
1021.18,1023.3, copias el modelo que copias es la forma,larreta
1023.3,1026.02, de laburo la prioridad que le das la,larreta
1026.02,1027.7, decisión política tener un plan,larreta
1027.7,1029.58, integral que vaya desde el reclutamiento,larreta
1029.58,1031.58, y capacitación de los policías justo,larreta
1031.58,1033.06, y a la mañana fui al instituto de,larreta
1033.06,1034.98, formación de los policías a la de la,larreta
1034.98,1036.7, cancha de partido español es un orgullo,larreta
1036.7,1038.9, carlos es un lujo para la argentina,larreta
1038.9,1040.42, porque no puedes tener un igual en,larreta
1040.42,1043.5, San Martín eso replicable después tenés,larreta
1043.5,1045.7, que el sistema de cobertura territorial,larreta
1045.74,1047.86, puede ser diferente hay tecnología que,larreta
1047.86,1049.9, aplica un lugar urbano y si vas a la,larreta
1049.9,1051.86, seguridad rural es diferente no es que,larreta
1051.86,1053.98, hay que copiar es un tema de forma de,larreta
1053.98,1056.82, trabajar trabajar y trabajar eso lo que,larreta
1056.82,1059.1, se necesita como te decía decisión,larreta
1059.1,1061.66, política más un plan y mejoramos la,larreta
1061.66,1063.7, seguridad se puede rosarino que nos,larreta
1063.7,1066.82, están mirando se puede cuando uno,larreta
1066.82,1070.38, mira las encuestas empieza a ver un,larreta
1070.38,1073.86, fenómeno de rechazo de deslamento de,larreta
1073.86,1075.4599999999998, separación de la gente con la política,larreta
1075.4599999999998,1077.14, como que estuviera pensando con otra,larreta
1077.14,1080.82, lógica cuando uno mira la política,larreta
1080.82,1082.58, muchas veces dice tiene razón porque es,larreta
1082.58,1084.5, indecipherable de lo que hablan es muy,larreta
1084.5,1086.02, difícil de explicarse lo alguien por,larreta
1086.02,1087.9799999999998, ejemplo que no si no esté acá,larreta
1087.9799999999998,1090.1799999999998, siguiendo los diarios día a día,larreta
1090.1799999999998,1092.14, las peleas entre políticos constante,larreta
1092.14,1093.5, que hacía ni porque se pelea,larreta
1093.5,1095.9, por el personaje como milay que dice,larreta
1095.9,1098.86, todo esto no como interpretase ese,larreta
1098.86,1100.9399999999998, fenómeno si hasta dónde es importante,larreta
1100.9399999999998,1103.58, yo lo separo por un lado,larreta
1103.86,1106.6999999999998, hay un artajo de la gente 100% de,larreta
1106.6999999999998,1108.9399999999998, inflación Carlos 40% de pobreza como la,larreta
1108.9399999999998,1111.22, gente no va a estar harta de eso como la,larreta
1111.22,1113.86, gente no va a estar enojada con la,larreta
1113.86,1115.58, política no y por otro lado de un,larreta
1115.58,1116.66, problema de visión político que se,larreta
1116.66,1118.66, pelea entre ellos internas la interna,larreta
1118.66,1121.46, de la interna agresión agresión insulto,larreta
1121.46,1123.1799999999998, puteada eso es lo que ven de la política,larreta
1123.1799999999998,1125.98, no cierto y no llegan a fin de mes es,larreta
1125.98,1128.6999999999998, lógica el angustia el enojo con la,larreta
1128.6999999999998,1130.46, política,larreta
1130.78,1133.58, el fenómeno de milay expresa eso,larreta
1133.58,1135.3, ahora expresa eso la pregunta es cuál es,larreta
1135.3,1136.54, la solución,larreta
1136.54,1138.14, yo creo que la solución no es más,larreta
1138.14,1139.18, agresión,larreta
1139.18,1141.18, no es más violencia,larreta
1141.18,1143.26, es paz y soluciones,larreta
1143.26,1145.54, solucionar los problemas la gente,larreta
1145.54,1146.98, buscar gente que tenga experiencia en,larreta
1146.98,1148.3, hacerlo obviamente,larreta
1148.3,1149.74, en todos los rubros en todas las,larreta
1149.74,1151.02, profesiones de gente con experiencias,larreta
1151.02,1151.82, buenas,larreta
1151.82,1153.54, y experiencias malas,larreta
1153.54,1155.62, pero la experiencia es necesaria,larreta
1155.62,1156.98, de lo bueno por eso conducir un,larreta
1156.98,1159.02, problema periodístico un arquitecto,larreta
1159.02,1161.66, que no tengan idea en esto una no,larreta
1161.66,1163.18, también pero no pero vale la,larreta
1163.18,1164.42, experiencia periodística vale la,larreta
1164.42,1167.5, experiencia en el gobierno también,larreta
1167.5,1169.9, vuelvo a mi ley porque hay todo un,larreta
1169.9,1171.66, tema que vos no desconocés en la,larreta
1171.66,1174.5, política respecto de la provincia de,larreta
1174.5,1176.26, buenos aires que no es un tema solo,larreta
1176.26,1177.7, electoral digamos cuando uno mira ese,larreta
1177.7,1179.82, tema es importante porque muy,larreta
1179.82,1181.9, probablemente un factor importante,larreta
1181.9,1183.7, de gobernabilidad para un presidente,larreta
1183.7,1186.3, es tener algún alineamiento con el,larreta
1186.3,1187.58, gobernador de la provincia de buenos,larreta
1187.74,1189.5, aires cuando esa relación se rompe,larreta
1189.5,1191.38, normalmente ha ido mal le fue mal el,larreta
1191.38,1193.22, foncillo y mal amen a la fue mal,larreta
1193.22,1196.02, de la rúa probablemente arrancó mal,larreta
1196.02,1198.02, por ese déficit,larreta
1198.02,1199.9, y ustedes en el gobierno anterior,larreta
1199.9,1202.4199999999998, tal vez con todas las dificultades,larreta
1202.4199999999998,1203.82, que tuvieron pudieron llegar porque,larreta
1203.82,1205.66, la provincia de Buenos Aires estaba,larreta
1205.66,1207.54, vital alineado con ustedes,larreta
1207.54,1210.38, como pensás el tema bonaerense,larreta
1210.38,1213.22, esto de que si se inventa un candidato,larreta
1213.22,1216.58, milay propone un candidato alternativo,larreta
1216.58,1218.06, que continuaría el quisnerismo al,larreta
1218.06,1219.9399999999998, frente del gobierno y desde esa base,larreta
1219.9399999999998,1222.02, volvería loco al próximo presidente,larreta
1222.02,1223.1, sino esperonista,larreta
1223.1,1224.9, primero viendo como está el conurbano,larreta
1224.9,1227.26, me parece me cuesta creer a ver que la,larreta
1227.26,1228.9399999999998, gente pueda seguir votando a los,larreta
1228.9399999999998,1229.9, mismos,larreta
1229.9,1232.4199999999998, creo que de los últimos 32 años salvo,larreta
1232.4199999999998,1235.5, cuatro años siempre gobernaron lo mismo,larreta
1235.5,1237.4199999999998, pero mismo ahora quisnerismo,larreta
1237.4199999999998,1239.78, entonces viendo como viven los niveles,larreta
1239.78,1241.58, de inseguridad,larreta
1241.58,1244.1, digamos el nivel de asignamiento de,larreta
1244.1,1246.38, pobreza que haya media hora de donde,larreta
1246.38,1247.62, estamos acá,larreta
1247.62,1249.1, yo estoy convencido que la gente en la,larreta
1249.1,1250.7, provincia va por un cambio va por un,larreta
1250.7,1252.3000000000002, cambio y recorre la provincia tuve en,larreta
1252.3000000000002,1253.9, moreno la semana pasada voy a matar,larreta
1253.9,1254.62, en san miana,larreta
1254.62,1256.86, estás diciendo,larreta
1256.86,1258.5400000000002, vos que estás en política hace tanto,larreta
1258.5400000000002,1260.18, tiempo conoces el peronismo mucho,larreta
1260.18,1262.2600000000002, hablas con todos,larreta
1262.2600000000002,1264.46, conoces muy bien todo el el el el,larreta
1264.46,1265.98, panorama de la política,larreta
1265.98,1267.8200000000002, que está pasando hoy con el peronismo,larreta
1267.8200000000002,1269.74, según tus recorridas,larreta
1269.74,1272.5400000000002, según mi después de esta experiencia,larreta
1272.5400000000002,1273.86, de lo que estás viendo con alberto,larreta
1273.86,1276.34, fernández con cristina los conflictos,larreta
1276.38,1278.34, la economía masa,larreta
1278.34,1280.6999999999998, qué pronóstico tenés que va como,larreta
1280.6999999999998,1282.78, va a ser la historia del peronismo,larreta
1282.78,1283.9, con el que nos vamos a encontrar el,larreta
1283.9,1285.78, año que viene y si vos ganas,larreta
1285.78,1287.4199999999998, más concretamente qué peronismo,larreta
1287.4199999999998,1288.82, imaginás que vas a tener en frente,larreta
1288.82,1291.22, bueno yo siento que el digamos que el,larreta
1291.22,1292.6999999999998, mono porque acabas de decir algo,larreta
1292.6999999999998,1294.86, muy importante vos estás diciendo se,larreta
1294.86,1296.6999999999998, van a hundir en su principal base,larreta
1296.6999999999998,1297.98, territorial que es el conurbano pero,larreta
1297.98,1299.78, por supuesto carlos no están,larreta
1299.78,1301.58, te recuerdo te recuerdo que hace un,larreta
1301.58,1303.26, año les ganamos en la intermedia,larreta
1303.26,1304.86, nadie creía que se les podía ganar,larreta
1304.9,1306.58, contact con más y le ganamos la gente,larreta
1306.58,1308.06, no sabe que tenéis vos en la cabeza de,larreta
1308.06,1310.14, tanto pasear por ahí por eso yo lo que,larreta
1310.14,1312.86, veo es un nivel de artajo un nivel de,larreta
1312.86,1316.02, de digamos de angustia de la gente con,larreta
1316.02,1317.9399999999998, gobiernos municipales que no les,larreta
1317.9399999999998,1320.74, resuelven ningún problema tuven moreno,larreta
1320.74,1322.58, el otro día en el centro a metros de,larreta
1322.58,1324.5, la estación gente que me decía que no,larreta
1324.5,1326.34, veía un policía ni por casualidad en,larreta
1326.34,1328.66, la zona justo me encontré con cuatro,larreta
1328.66,1330.54, policías caminando por el centro no se,larreta
1330.54,1331.9399999999998, me acercaron me decían por favor,larreta
1331.9399999999998,1334.3, cambien esto y me contaban que ni si,larreta
1334.34,1335.98, quiera tenían un handy o sea si hubiera,larreta
